蛇|B142 G8 S11 F1721 N4130 V5303 H1343 DK907 L519 IN1875 E1341 P1-6-5 I6d5.7 Yshe2 Yyi2|ジャ ダ イ ヤ へび|あぶ み||snake, serpent, hard drinker
蛉|B142 S11 N4124 V5294 P1-6-5 I6d5.8 Yling2|レイ|||dragonfly, moon moth
蛋|B103 S11 F2266 N3019 V5301 L2683 P2-5-6 I6d5.11 Ydan4|タン|||barbarian, egg
蛍|B142 G8 S11 F2031 V5302 H2591 DK1658 L518 IN1878 E1200 P2-5-6 I3n8.2 Yying2|ケイ ほたる|||lightning-bug, firefly
蛎|B142 S11 V5291 L2697 P1-6-5 I6d14.3-2 Yli4|レイ かき|||oyster
蛑|B142 S12 P1-6-6 Ymou2|ボウ ム モウ|||marine crab
蛒|B142 S12 P1-6-6 Yge2|カク キャク ラク すくもむし|||
蛔|B142 S12 N4134 V5310 H1359 P1-6-6 I6d6.9 Yhui2|カイ ユウ かいちゅう はらのむし|||intestinal worms
蛕|B142 S12 P1-6-6 Yhui2|カイ かいちゅう|||the common intestinal worms, the tape-worm
蛗|B142 S12 P2-6-6 Yfu4|フウ ブ|||
蛙|B142 S12 N4137 V5313 L2693 P1-6-6 I6d6.4 Ywa1|ア ワ かえる かわず|||frog
蛚|B142 S12 P1-6-6 Ylie4|レツ レチ|||
蛛|B142 S12 N4131 V5307 P1-6-6 I6d6.1 Yzhu1|チュ シュ|||spider
蛜|B142 S12 P1-6-6 Yyi1|イ|||
蛞|B142 S12 N4133 V5309 P1-6-6 I6d6.6 Ykuo4|カツ|||kind of slug
蛟|B142 S12 N4135 V5311 P1-6-6 I6d6.8 Yjiao1|コウ キョウ みずち|||dragon
蛠|B142 S12 P1-6-6 Yli4|レイ ライ|||
蛣|B142 S12 P1-6-6 Yji1|キツ キチ ケツ ケチ ケイ|||(dung) beetle
蛤|B142 S12 N4136 V5312 L2695 P1-6-6 I6d6.7 Yha2 Yge2|コウ はまぐり|||clam
蛥|B142 S12 P1-6-6 Yshe2|セツ ゼチ にいにいぜみ|||
蛧|B142 S12 P1-6-6 Ywang3|ボウ モウ|||
蛩|B142 S12 V5304 P2-6-6 I6d6.12 Yqiong2|キョウ こおろぎ|||cricket
蛬|B142 S12 V5305 P2-6-6 I3k9.27 Ygong3|キョウ ころぎ きりぎりす|||cricket
蛭|B142 S12 F2434 N4132 V5308 L2696 P1-6-6 I6d6.5 Yzhi4|シツ チツ ひる|えび||leech
蛮|B142 G8 S12 F2339 N322 V5314 H2129 DK1347 L1747 IN1879 E1722 P2-2-10 I2j10.1 Yman2|バン えびす|||barbarian
蛯|B142 S12 V5306 P1-6-6 I6d6.2|ケン えび|||shrimp
蛸|B142 S13 N4149 V5330 L2690 P1-6-7 Yshao1 Yxiao1|ソウ ショウ たこ|||octopus
蛹|B142 S13 N4148 V5326 P1-6-7 I6d7.9 Yyong3|ヨウ さなぎ|||chrysalis, pupa
蛺|B142 S13 P1-6-7 Yjia2|キョウ コウ リョウ ちょう|||kind of butterfly
蛻|B142 S13 N4145 V5322 P1-6-7 I6d7.8 Ytui4 Yshui4|ゼイ セイ タイ もぬ.ける ぬけがら|||insect moulting
蛼|B142 S13 P1-6-7 Yche1|シャ あしまつい こおろぎ|||
蛽|B142 S13 P1-6-7 Ybai4|バイ かい|||
蛾|B142 S13 N4147 V5325 L2694 P1-6-7 I6d7.1 Ye2 Yyi3|ギ ガ ひむし|||moth
蜀|B142 S13 N3640 V5329 P2-5-8 I5g8.7 Yshu3|ショク ゾク いもむし|||green caterpillar, Szechwan
蜂|B142 G9 S13 F2223 N4150 V5331 L2687 P1-6-7 I6d7.6 Yfeng1|ホウ はち|ほ||bee, wasp, hornet
蜃|B142 S13 N4657 V5327 P2-7-6 I6d7.11 Yshen4|シン|||clam
蜄|B142 S13 P1-6-7 Yzhen4|シン うご.く|||
蜅|B142 S13 P1-6-7 Yfu3|フ ホ|||
蜆|B142 S13 N4144 V5328 P1-6-7 I6d7.4 Yxian4 Yxian3|ケン しじみ|||fresh-water clam
蜇|B142 S13 P2-7-6 Yzhe2 Yzhe1|テツ テチ さ.す|||jellyfish
蜈|B142 S13 V5323 P1-6-7 I6d7.2 Ywu2|ゴ|||centipede
蜉|B142 S13 N4146 V5324 P1-6-7 I6d6.3 Yfu2|フ|||kind of ant, may fly
蜊|B142 S13 N4141 V5319 P1-6-7 I6d7.3 Yli2|リ あさり|||a kind of bivalve
蜋|B142 S13 N4143 V5321 P1-6-7 Ylang2|ロウ リョウ|||mantis, dung beetle, insect
蜍|B142 S13 N4142 V5320 P1-6-7 I6d7.7 Ychu2|ショ|||toad
蜎|B142 S13 P1-6-7 Yyuan1|エン ケン ぼうふら|||mosquito larva
蜏|B142 S13 P1-6-7 Yyou3|ユウ ユ シュウ シュ かげろう|||
蜐|B142 S13 P1-6-7 Yjie2|キョウ コウ|||
蜑|B142 S13 V5316 P2-7-6 I6d6.13 Ydan4|タン あま|||egg
蜒|B142 S13 N4139 V5317 P1-6-7 I6d6.10 Yyan2|エン タン|||meandering, serpentine
蜓|B142 S13 N4140 V5318 P1-6-7 Yting2|エン テン テイ ジョウ|||dragonfly, millipede, lizard
蜔|B142 S13 P1-6-7 Ydian4|テン|||inlaid shell-work
蜘|B142 S14 N4158 V5342 P1-6-8 I6d8.2 Yzhi1|チ くも|||spider
蜙|B142 S14 P1-6-8 Ysong1|ショウ シュ ソウ ス|||
蜚|B142 S14 N5084 V5340 H2798 P2-8-6 I6d8.10 Yfei1 Yfei3|ヒ あぶらむし|||beetle, cockroach
蜜|B40 G9 S14 F2203 N1336 V5343 L776 P2-3-11 I3m11.7 Ymi4|ミツ ビツ|||honey, nectar, molasses
蜞|B142 S14 P1-6-8 Yqi2|キ ひる|||
蜟|B142 S14 P1-6-8 Yyu4|イク|||
蜡|B142 S14 P1-6-8 Yzha4 Ycha4 Yla4|ショ ワ ジャ セキ シャク うじむし|||wax, candle, waxy, glazed, maggot
蜣|B142 S14 P1-6-8 Yqiang1|キョウ コウ キャク カク|||dung beetle
蜥|B142 S14 N4155 V5338 P1-6-8 I6d8.3 Yxi1|シャク セキ とかげ|||a lizard
蜨|B142 S14 P1-6-8 Ydie2|ショウ ソウ|||butterfly
蜩|B142 S14 N4151 V5334 P1-6-8 I6d8.9 Ytiao2|チョウ ひぐらし せみ|||clear-toned cicada
蜮|B142 S14 P1-6-8 Yyu4|ヨク イキ コク ワク いさごむし|||fabulous creature like a turtle, toad
蜯|B142 S14 P1-6-8 Ybang4 Ybeng4|ホウ ビョウ はまぐり どぶが.い|||
蜱|B142 S14 N4153 V5336 P1-6-8 Ypi2|ヒ ヒョウ だに|||tick, mite
蜲|B142 S14 P1-6-8 Ywei3|イ う.ねる|||
蜴|B142 S14 N4152 V5335 P1-6-8 I6d8.6 Yyi4|エキ|||lizard
蜷|B142 S14 F2284 N4156 V5339 P1-6-8 I6d8.5 Yquan2|ケン にな|||an edible river snail
蜹|B142 S14 V5315 P1-6-8 Yrui4|ゼイ ネイ ゼツ ネチ ぶゆ ぶよ ぶと か|||gnat, mosquito
蜺|B142 S14 P1-6-8 Yni2|ゲイ ゲツ ゲチ つくつくぼうし|||reflection of rainbow
蜻|B142 S14 N4157 V5341 P1-6-8 I6d8.7 Yqing1|セイ|||dragonfly
蜼|B142 S14 P1-6-8 Ywei4|イ ユイ ルイ さる|||
蜽|B142 S14 P1-6-8 Yliang3|リョウ こだま|||
蜾|B142 S14 P1-6-8 Yguo3|カ ラ じがばち|||the solitary wasp
蜿|B142 S14 N4154 V5337 P1-6-8 I6d8.8 Ywan1 Ywan3|エン ワン|||meandering
蝀|B142 S14 P1-6-8 Ydong1|トウ ツ|||rainbow
蝃|B142 S14 P1-6-8 Yzhuo2|テイ タイ セツ セチ にじ|||rainbow
蝅|B142 S14 P2-8-6 Ycan2|サン テン かいこ こ|||
蝉|B142 S15 N4190 V5349 L2692 P1-6-9 Ychan2|セン ゼン せみ|||cicada
蝋|B142 S14 N4200 V5332 L2688 P1-6-8 Yla4 Yzha4|ロウ みつろう ろうそく|あじ||wax
蝌|B142 S15 N4166 V5357 P1-6-9 I6d9.2 Yke1|カ|||tadpole
蝍|B142 S15 P1-6-9 Yji2|ソク ショク|||centipede
蝎|B142 S15 N4164 V5354 P1-6-9 I6d9.10 Yxie1 Yhe2|カツ さそり すくもむし|||scorpion
蝓|B142 S15 N4161 V5351 P1-6-9 I6d9.13 Yyu2|ユ|||slug, snail
蝕|B142 S14 N5165 V5333 H1796 L2800 P1-8-6 Yshi2|ショク むしば.む|||eclipse, occultation, be defective
蝗|B142 S15 N4169 V5361 P1-6-9 I6d9.8 Yhuang2|コウ いなご ばった|||locust
蝘|B142 S15 P1-6-9 Yyan3|エン オン|||gecko, kind of cicada
蝙|B142 S15 N4168 V5360 P1-6-9 I6d9.14 Ybian1|ヘン こうもり|||bat
蝝|B142 S15 P1-6-9 Yyuan2|エン ケン いなご|||the larva of locust
蝟|B142 S15 N4167 V5359 P1-6-9 I6d9.5 Ywei4|イ はりねずみ|||hedgehog
蝠|B142 S15 N4163 V5353 P1-6-9 I6d9.12 Yfu2|フク|||bat
蝡|B142 S15 P1-6-9 Yruan3|ゼン ダ ネン ジュ ニュ うごめ.く|||eumenes polifomis, kind of wasp
蝣|B142 S15 N4162 V5352 P1-6-9 I6d8.4 Yyou2|ユウ|||mayfly
蝤|B142 S15 P1-6-9 Yyou2|シュウ ジュ ヨウ ヨ きくいむし|||
蝥|B142 S15 P2-9-6 Ymao2 Ymou2|ボウ ム メウ ブ|||fly which is used similarly to cantharides
蝦|B142 G9 S15 F2501 N4172 V5364 L2689 P1-6-9 I6d9.4 Yxia1 Yha2|カ ゲ えび|えみ||shrimp, prawn, lobster
蝨|B142 S15 N4159 V5347 P2-3-12 Yshi1|シツ しらみ|||lice, vermin
蝪|B142 S15 V5350 P1-6-9 I6d9.9 Ytang1|エキ|||lizard
蝮|B142 S15 N4165 V5355 P1-6-9 I6d9.6 Yfu4|フク まむし|||viper, adder, asp
蝯|B142 S15 P1-6-9 Yyuan2|エン オン てながざる|||ape
蝱|B142 S15 V5346 P2-3-12 Ymeng2|ボウ モウ ミョウ ブウ あぶ|||horsefly, gadfly
蝲|B142 S15 P1-6-9 Yla4|ラツ ラチ さそり|||
蝴|B142 S15 V5356 P1-6-9 I6d9.3 Yhu2|コ|||butterfly
蝶|B142 G9 S15 F2011 N4171 V5363 H1401 DK946 L521 IN2236 P1-6-9 I6d9.7 Ydie2|チョウ|||butterfly
蝸|B142 S15 N4170 V5362 P1-6-9 I6d9.11 Ygua1 Ywo1|カ かたつむり|||snail
蝻|B142 S15 P1-6-9 Ynan3|ナン|||immature locusts
蝼|B142 S15 Ybang3 lou2||||a mole cricket, Gryllotalpa africana
蝿|B142 S15 V5344 L2685 P1-6-9 Yying2|ヨウ はえ はい|||fly
螂|B142 S16 N4160 V5348 P1-6-10 I6d9.1 Ylang2|ロウ|||mantis, also N4143
螃|B142 S16 P1-6-10 Ypang2|ホウ ヒョウ|||crab
螄|B142 S16 P1-6-10 Ysi1 Yshi1|シ にな|||kind of snail with spiral shell
螅|B142 S16 P1-6-10 Yxi1 Yxi2|シ シツ|||
螆|B142 S16 P1-6-10 Yxi1|シ|||hairy and poisonous caterpillars
螇|B142 S16 P1-6-10 Yxi1|ケイ|||
螈|B142 S16 P1-6-10 Yyuan2|ゲン ガン いもり|||
螉|B142 S16 P1-6-10 Yweng1|オ オウ|||wasp
螋|B142 S16 P1-6-10 Ysou1|シュウ|||spider millipede
螌|B142 S16 P2-10-6 Yban1|ハン|||striped, poisonous fly
融|B142 G8 S16 F481 N5274 V5371 H1831 DK1190 L1044 IN1588 E1872 P1-10-6 I6d10.5 Yrong2|ユウ と.ける と.かす|あきら||dissolve, melt
螐|B142 S16 P1-6-10 Ywu1|オ ウ|||
螓|B142 S16 P1-6-10 Yqin2|シン なつぜみ|||small cicada with a square head
螕|B142 S16 N4174 V5366 P1-6-10 Ybi1|ヘイ ヒ だに おおあり|||tick, mite
螗|B142 S16 P1-6-10 Ytang2|トウ なつぜみ|||kind of cicada
螘|B142 S16 P1-6-10 Yyi3|ギ あり|||ant
螙|B142 S16 P2-4-12 Ydu4|ト きくいむし|||grubs in wood, worms in books, clothes, etc, used figuratively of corrupt officials
螞|B142 S16 P1-6-10 Yma3 Yma1 Yma4|バ メ|||ant, leech
螟|B142 S16 N4175 V5368 P1-6-10 I6d10.4 Yming2|メイ ミョウ ずいむし|||injurious parasite
螠|B142 S16 P1-6-10 Yyi4|イ ゆむし|||
螢|B142 S16 N4176 V5365 H2813 P2-8-8 Yying2|ケイ ほたる|||firefly
螣|B142 S16 P1-4-12 Yteng2|トウ チン ジン|||mythological wingless dragon of
螧|B142 S16 P1-6-10|ケン えび|||
螫|B142 S17 N4180 V5377 P2-11-6 I6d11.7 Yzhe1 Yshi4|セキ カク さ.す|||bee sting
螬|B142 S16 P1-6-10 Ycao2|ソウ シュウ ジュ|||grubs in fruit
螭|B142 S17 P1-6-11 Ychi1|チ みずち|||dragon whose horns have not grown, cruel
螮|B142 S17 P1-6-11 Ydi4|テイ タイ|||rainbow
螯|B142 S17 N4178 V5376 P2-11-6 I6d11.8 Yao2|ゴウ はさみ|||claws
螱|B142 S17 P2-11-6 Ywei4|イ しろあり|||
螳|B142 S17 N4177 V5372 P1-6-11 Ytang2|トウ|||mantis
螵|B142 S17 P1-6-11 Ypiao1|ヒョウ|||chrysalis
螺|B142 G9 S17 N4184 V5382 L2691 P1-6-11 I6d11.3 Yluo2|ラ にし にな|||small, edible, helical fresh-water mollusk
螻|B142 S17 V5375 P1-6-11 I6d11.1 Ylou2|ロウ ル けら|||mole cricket
螽|B142 S17 N1165 V5378 P2-3-14 I4i14.1 Yzhong1|シュウ いなご|||grasshopper
螾|B142 S17 P1-6-11 Yyin3|イン みみず|||the earthworm
螿|B142 S17 P2-11-6 Yjiang1|ショウ ソウ|||kind of cicada
蟀|B142 S17 N4181 V5379 P1-6-11 I6d11.5 Yshuai4 Yshuo4|シュツ|||cricket, grasshopper
蟁|B142 S17 P2-5-12 Ywen2|ブン か|||mosquito, gnat
蟄|B142 S17 N4183 V5381 L2684 P2-11-6 I6d11.6 Yzhe2 Yzhi2|チツ チュウ ちっ.する かく.れる|||hibernation of insects
蟆|B142 S16 N4173 V5369 P1-6-10 Yma2 Yma5|バ マ ひき|||toad
蟇|B142 S16 N4065 V5370 P2-3-13 I3k13.23 Yma2|バ マ ひき|||toad
蟈|B142 S17 P1-6-11 Yguo1|カク ヨク イキ いさごむし|||small green frog, cicada
蟉|B142 S17 P1-6-11 Yliao4|リュウ ル キュウ|||
蟊|B142 S17 P2-5-12 Ymao2|ボウ ム ねきりむし|||fly which is used similarly to cantharides
蟋|B142 S17 N4182 V5380 P1-6-11 I6d11.2 Yxi1|シツ|||cricket, grasshopper
蟎|B142 S17 P1-6-11 Yman3|だに|||
蟐|B142 S17 V5374 P1-6-11 I6d11.4|ジョウ もみ|||toad, mantis
蟒|B142 S15 N4179 V5345 P1-6-9 Ymang3|ボウ モウ うわばみ おろち|||boa constrictor, python
蟕|B142 S18 P1-6-12 Yzi1|スイ シ|||species of tortoise found near the mouth of the Yellow River
蟖|B142 S18 N4187 V5385 P1-6-12 Ysi1|シ けむし|||moth larva, grasshopper
蟙|B142 S18 P1-6-12 Yzhi2|ショク シキ こうもり|||
蟚|B142 S18 P2-12-6 Ypeng2|ホウ ビョウ|||
蟜|B142 S18 P1-6-12 Yjiao3|キョウ|||insect
蟟|B142 S18 P1-6-12 Yliao3|リョウ くまぜみ|||
蟠|B142 S18 N4189 V5387 P1-6-12 I6d12.2 Ypan2|ハン わだかま.る わらじむし|||coiled up
蟢|B142 S18 P1-6-12 Yxi3|キ|||caulk, spider
蟣|B142 S18 P1-6-12 Yji3|キ ケ しらみ|||louse eggs, nits
蟤|B142 S18 P1-6-12 Yzhuan1|セン|||
蟥|B142 S18 Yhuang2||||leech
蟪|B142 S18 P1-6-12 Yhui4|ケイ エ つくつくぼうし|||kind of cicada
蟫|B142 S18 P1-6-12 Yyin2|イン タン ドン しみ|||the insect, commonly known as the silver-fish, which destroys books, clothing, etc.
蟬|B142 G9 S18 Ychan2 shan4|セン ゼン せみ|||cicada, continuous
蟭|B142 S18 P1-6-12 Yjiao1|ショウ シュウ シュ|||very small bug
蟯|B142 S18 N4188 V5386 P1-6-12 I6d12.4 Yrao2 Ynao2|ギョウ ジョウ|||intestinal worm
蟱|B142 S18 P1-6-12 Ywu2|ボウ ム ブ くも|||
蟲|B142 S18 N4185 V5384 H2724 P2-6-12 Ychong2|チュウ キ むし|||insect, bug, temper
蟳|B142 S18 P1-6-12 Yxun2|ジン がざみ|||kind of crab
蟶|B142 S19 V5390 P1-6-13 I6d13.2 Ycheng1|テイ まて|||razor clam
蟷|B142 S19 N4193 V5393 P1-6-13 I6d13.3 Ydang1|トウ|||mantis
蟸|B142 S19 P2-7-12 Yli3 Yli2|レイ ライ リ ラ にな ひさご|||
蟹|B142 G9 S19 F2417 N4195 V5395 L2682 P2-13-6 I6d13.7 Yxie4|カイ かに|||crab
蟺|B142 S19 P1-6-13 Yshan4|セン タン みみず|||earthworm
蟻|B142 S19 N4196 V5397 L2686 P1-6-13 I6d13.6 Yyi3|ギ あり|||ant
蟾|B142 S19 N4192 V5392 P1-6-13 I6d13.5 Ychan2|セン|||toad
蟿|B142 S19 P2-13-6 Yqi4|ケイ キ|||acrida chinensis
蠁|B142 S19 P2-13-6 Yxiang4|キョウ ドウ にしどち|||larvae, grubs
蠃|B142 S19 P2-3-16 Yluo3|ラ カ かたつむり|||the solitary wasp
蠅|B142 S19 N4194 V5394 P1-6-13 I6d13.1 Yying2|ヨウ はえ はい|||fly
蠆|B142 S19 P2-13-6 Ychai4|タイ タツ タチ|||kind of scorpion
蠉|B142 S19 P1-6-13 Yxuan1|ケン はう|||
蠊|B142 S19 P1-6-13 Ylian2|レン|||
蠋|B142 S19 P1-6-13 Yzhu2|チョク ショク ドク ゾク けむし|||caterpillar
蠍|B142 S19 N4191 V5389 P1-6-13 Yxie1|カツ さそり|||scorpion
蠎|B142 S17 N4186 V5373 P1-6-11 Ymang3|ボウ モウ うわばみ おろち|||python, boa constrictor
蠏|B142 S19 V5396 P1-6-13 Yxie4 Yxie3|カイ かに|||crab
蠐|B142 S20 P1-6-14 Yqi2|セイ ザイ シ|||maggots, grubs
蠑|B142 S20 V5398 P1-6-14 I6d14.2 Yrong2|エイ|||newt, turban shell
蠒|B142 S20 P2-3-17 Yjian3|ケン まゆ きぬ|||
蠓|B142 S20 P1-6-14 Ymeng3|ボウ ム かつおむし|||midges, sandflies
蠔|B142 S20 P1-6-14 Yhao2|コウ かき|||oyster
蠕|B142 S20 N4197 V5400 P1-6-14 I6d14.1 Yruan3 Yru2|ゼン ダ ネン ジュ ニュ うごめ.く|||crawling of a worm
蠖|B142 S19 V5391 P1-6-13 I6d13.4 Yhuo4|ワク カク|||inchworm, geometer
蠘|B142 S20 P1-6-14 Yjie2|セツ ゼチ|||
蠙|B142 S20 P1-6-14 Ybin1|ヘン ヒン どぶがい|||oyster
蠚|B142 S21 P2-3-18 Yhe4|カク チャク セキ シャク さ.す いた.む さすむし|||
蠛|B142 S21 P1-6-15 Ymie4|ベツ メチ かつおむし|||flies, small insects produced in damp places
蠜|B142 S21 P2-12-9 Yfan2|ハン ボン いなご|||grasshopper
蠞|B142 S21 P2-15-6 Yjie2|セツ ゼチ|||
蠟|B142 G9 S21 V5403 P1-6-15 Yla4 Yzha4|ロウ みつろう ろうそく|||wax, candle, waxy, glazed
蠡|B142 S21 V5401 P2-3-18 I6d15.3 Yli3 Yli2|レイ ライ リ ラ にな ひさご|||worm-eaten, conch
蠢|B142 S21 N4199 V5402 P2-9-12 I6d15.2 Ychun3|シュン うご.めく|||wriggle
蠣|B142 S20 N4198 V5399 P1-6-14 I6d14.3 Yli4|レイ かき|||oyster
蠧|B142 S22 N1158 V5404 P2-3-19 I3p19.1 Ydu4|ト きくいむし|||worm-eaten
蠨|B142 S22 P1-6-16 Yxiao1|ショウ あしたかぐも|||kind of spider with long legs
蠭|B142 S23 P2-11-12 Yfeng1|ホウ はち|||bees, hornets, wasps
蠮|B142 S23 P1-6-17 Yye1|エツ エチ|||bee
蠰|B142 S23 P1-6-17 Yrang2|ショウ ソウ ジョウ ニョウ かみきりむし|||
蠱|B142 S23 N4201 V5405 P2-6-17 I6d17.1 Ygu3|コ ヤ まじ まじこ.る|||rice worm, lead astray
蠲|B142 S23 P1-10-13 Yjuan1|ケン ケイ ケ やすで|||the millipede sometimes confounded with the grow-worm, bright, clear
蠵|B142 S24 N4203 V5408 P1-6-18 Yxi1|ケイ キ エ イ|||type of turtle, large turtles
蠶|B142 S26 N2096 V5410 H2820 P2-10-16 Ycan2|サン テン かいこ こ|||silkworms
蠹|B142 S24 N4202 V5407 P2-7-17 Ydu4|ト きくいむし|||moth, insects which eat into clot
蠺|B142 S24 V5406 P2-8-16 Ycan2|サン テン かいこ こ|||
蠻|B142 S25 N4204 V5409 H2922 P2-19-6 Yman2|バン えびす|||barbarian
蠼|B142 S26 P1-6-20 Yqu2|キャク カク ケキ ク ワク おおざる|||
血|B143 G3 S6 F832 N4205 V5411 H3526 DK2196 L1448 IN789 E270 P4-6-2 I5h1.1 Yxie3 Yxue4|ケツ ち|||blood
衁|B143 S9 P1-3-6 Yhuang1|コウ ち|||blood
衂|B143 S9 N4207 V5413 P1-6-3 Ynu:4|ジク はなぢ|||nosebleed
衃|B143 S10 P1-6-4 Ypei1|ハイ フウ フ|||
衄|B143 S10 N4208 V5414 P1-6-4 I5h5.1 Ynu:4|ジク はなぢ|||nosebleed
衅|B143 S11 P1-6-5 Yxin4|キン ちぬ.る すき ひま|||consecrate sacrificial vessels by smearing blood, rift
衆|B143 G6 S12 F450 N4210 V5417 H2683 DK1724 L1857 IN792 E705 P2-6-6 I5h7.1 Yzhong4|シュウ シュ おお.い|||masses, great numbers, multitude, populace
衈|B143 S12 P1-6-6 Yer4|ジ ニ|||the blood of a sacrificial fowl which was sprinkled on the doors and vessels
衉|B143 S12 N4209 V5416 P1-6-6 Ymie4|カク キャク|||vomit
衊|B143 S21 P1-6-15 Ymie4|ベツ メチ バツ マチ|||smear, slander, defile
衋|B143 S24 P2-4-20 Yshi4|キョク コク いた.む|||
行|B144 G2 S6 F20 N4213 V5419 H212 DK157 L873 IN68 E118 P1-3-3 I3i3.1 Yxing2 Yhang2 Yhang4 Yxing4|コウ ギョウ アン い.く ゆ.く -ゆ.き -ゆき -い.き -いき おこな.う おこ.なう|いく なみ なめ みち ゆき ゆく||going, journey
衍|B144 S9 N1607 V1739 P1-3-6 I3i6.3 Yyan3|エン あまり しく はびこ.る|||overflowing
衎|B144 S9 P1-3-6 Ykan4|カン よろこ.ぶ|||give pleasure, be pleased, happy
衑|B144 S11 P1-3-8 Yling2|レイ リョウ みち|||
衒|B144 S11 N1620 V1753 P1-3-8 I3i8.1 Yxuan4|ゲン ケン てら.う|||show off, display, pretend
術|B144 G5 S11 F350 N1621 V1754 H476 DK350 L1525 IN187 E708 P1-3-8 I3i8.2 Yshu4 Yzhu2|ジュツ すべ|||art, technique, skill, means, trick, resources, magic
衕|B144 S12 P1-3-9 Ytong4|トウ ズ|||alley, lane
衖|B144 S12 P1-3-9 Ylong4|コウ ちまた|||lane, alley
街|B144 G4 S12 F891 N1626 V1759 H576 DK421 L890 IN186 E819 P1-3-9 I3i9.2 Yjie1|ガイ カイ まち|また||boulevard, street, town
衘|B144 S13 P1-3-10 Yxian2|カン くつわ|||
衙|B144 S13 N1630 V1764 P1-3-10 I3i10.2 Yya2|ガ ギョ ゴ|||government office
衚|B144 S15 P1-3-12 Yhu2|コ|||lane, alley, side street
衛|B144 G5 S16 F400 N1639 V1776 H760 DK526 L1646 IN815 E617 P1-3-13 I3i13.3 Ywei4|エイ エ|もり い まもる||defense, protection
衜|B144 S15 P1-3-12 Ydao4|トウ みち|||way, path
衝|B144 G8 S15 F972 N1638 V1772 H725 DK509 L1680 IN1772 E1411 P1-3-12 I3i12.1 Ychong1 Ychong4|ショウ つ.く|||collide, brunt, highway, opposition (astronomy), thrust, pierce, stab, prick
衞|B144 G10 S16 N1640 V1777 H762 P1-3-13 Ywei4|エイ エ まも.る|まもり まもる||defense
衟|B144 S16 P1-3-13 Ydao4|トウ みち|||
衠|B144 S16 P1-3-13 Yzhun1|シュン まこと ただ.しい もっぱら|||
衡|B144 G8 S16 F1847 N1641 V1775 H761 DK527 L891 IN1585 E1267 P1-3-13 I3i13.1 Yheng2|コウ|ひら||equilibrium, measuring rod, scale
衢|B144 S24 N1644 V1779 P1-3-21 I3i21.1 Yqu2|ク みち|||crossroads
衣|B145 G4 S6 F1214 N4214 V5420 H2013 DK1270 L396 IN677 E420 P2-2-4 I5e0.1 Yyi1 Yyi4|イ エ ころも きぬ -ぎ|||garment, clothes, dressing
衤|B145 S5 H3513 P4-5-4 Yyi1|ころも||ころもへん|clothes, clothing radical (no. 145
表|B145 G3 S8 F77 N108 V5422 H2429 DK1572 L1546 IN272 E379 P2-4-4 I0a8.6 Ybiao3|ヒョウ おもて -おもて あらわ.す あらわ.れる あら.わす|||surface, table, chart, diagram
衩|B145 S8 P1-5-3 Ycha4 Ycha3|サイ シャ サ|||the open seam of a garment which allows freedom of movement
衫|B145 S8 V5421 P1-5-3 I5e3.1 Yshan1|サン|||thin kimono
衰|B145 G8 S10 F1432 N312 V5432 H2100 DK1333 L1890 IN1676 E1456 P2-2-8 I2j8.1 Yshuai1 Ycui1|スイ おとろ.える|||decline, wane, weaken
衱|B145 S9 P1-5-4 Yjie2 Yji2|キョウ コウ キュウ つくろう|||
衲|B145 S9 V5430 P1-5-4 I5e4.3 Yna4|ドウ ノウ ころも|||mend, priestly vestments, priest
衵|B145 S9 V5425 P1-5-4 I5e4.1 Yri4|ジツ あこめ|||everyday clothing, underwear
衷|B145 G8 S9 F2229 N110 V31 H2575 DK1643 L1891 IN1677 E1585 P2-5-4 I0a9.9 Yzhong1|チュウ|||inmost, heart, mind, inside
衹|B145 S9 P1-5-4 Yqi2 Yzhi1|キ シ テイ タイ たまたま|||only, merely, but
衻|B145 S9 P1-5-4 Yran2|ネン デン セン ふちど.る まえだれ|||
衽|B145 S9 N4218 V5427 P1-5-4 I5e4.4 Yren4|ジン ニン こくび おくみ しとね|||neck of a garment, gusset, gore
衾|B145 S10 N465 V5428 P2-2-8 I2a8.38 Yqin1|キン ふすま|||quilt, bedding
衿|B145 G9 S9 N4217 V5431 H1140 DK777 L2623 IN2237 P1-5-4 I5e4.5 Yjin1|キン コン えり|||neck, collar, lapel
袀|B145 S9 P1-5-4 Yjun1|ビン キン いくさごろも|||
袁|B145 S10 F2419 N1082 V5429 P2-3-7 I3b7.8 Yyuan2|エン オン|||long kimono
袂|B145 S9 N4216 V5426 P1-5-4 I5e4.2 Ymei4|ベイ ケツ たまと たもと|||sleeve, foot (of hill), edge
袈|B145 G9 S11 N4222 V5442 DK1654 L2700 IN2238 P2-5-6 I5e5.10 Yjia1|ケ カ|||a coarse camlet
袋|B145 G8 S11 F1125 N4223 V5443 H2588 DK1655 L1006 IN1329 E1546 P2-5-6 I5e5.11 Ydai4|タイ ダイ ふくろ|てい ない ぶく||sack, bag, pouch
袍|B145 S10 N4219 V5439 P1-5-5 I5e5.5 Ypao2|ホウ わたいれ|||coat
袒|B145 S10 N4220 V5437 P1-5-5 I5e5.6 Ytan3|タン かたぬ.ぐ|||baring the shoulder, strip to waist
袖|B145 G9 S10 F1960 N4224 V5444 H1164 L1108 P1-5-5 I5e5.1 Yxiu4|シュウ そで|||sleeve, wing (building), extension, give cold shoulder
